Market,Dma,Females,Males,Population,F0-5,F5-9,F10-17,F18+,F18-34,F18-49,F35-49,F50-64,F65+,M0-5,M5-9,M10-17,M18+,M18-34,M18-49,M35-49,M50-64,M65+,P0-5,P5-9,P10-17,P18+,P18-34,P18-49,P35-49,P50-64,P65+
740,North Platte,982664.0,977686.0,1960350.0,64582.0,65597.0,105236.0,747249.0,220389.0,394926.0,174537.0,182062.0,170261.0,68326.0,69007.0,111092.0,729261.0,231047.0,411275.0,180228.0,179171.0,138815.0,132908.0,134604.0,216328.0,1476510.0,451436.0,806201.0,354765.0,361233.0,309076.0
743,Anchorage,272090.0,292156.0,564246.0,19959.0,20102.0,29642.0,202387.0,65511.0,116605.0,51094.0,51655.0,34127.0,20642.0,20889.0,32217.0,218408.0,75459.0,130162.0,54703.0,55167.0,33079.0,40601.0,40991.0,61859.0,420795.0,140970.0,246767.0,105797.0,106822.0,67206.0
744,Honolulu,707642.0,711996.0,1419638.0,42495.0,41130.0,62968.0,561049.0,151897.0,282823.0,130926.0,135437.0,142789.0,45683.0,43219.0,66751.0,556343.0,172219.0,306330.0,134111.0,131604.0,118409.0,88178.0,84349.0,129719.0,1117392.0,324116.0,589153.0,265037.0,267041.0,261198.0
745,Fairbanks,48493.0,56873.0,105366.0,3907.0,3860.0,4770.0,35956.0,13551.0,22251.0,8700.0,8267.0,5438.0,4164.0,3729.0,5115.0,43865.0,18977.0,28937.0,9960.0,9118.0,5810.0,8071.0,7589.0,9885.0,79821.0,32528.0,51188.0,18660.0,17385.0,11248.0
746,Biloxi-Gulfport,186436.0,180887.0,367323.0,10934.0,11536.0,19293.0,144673.0,40926.0,77021.0,36095.0,36808.0,30844.0,11716.0,12040.0,21068.0,136063.0,41975.0,75706.0,33731.0,34332.0,26025.0,22650.0,23576.0,40361.0,280736.0,82901.0,152727.0,69826.0,71140.0,56869.0
747,Juneau,16270.0,17129.0,33399.0,919.0,836.0,1538.0,12977.0,3689.0,7162.0,3473.0,3404.0,2411.0,970.0,1211.0,1561.0,13387.0,4210.0,7675.0,3465.0,3579.0,2133.0,1889.0,2047.0,3099.0,26364.0,7899.0,14837.0,6938.0,6983.0,4544.0
749,Laredo,147288.0,141802.0,289090.0,13036.0,12334.0,21569.0,100349.0,35423.0,63411.0,27988.0,21214.0,15724.0,13775.0,12912.0,21507.0,93608.0,36467.0,63021.0,26554.0,18552.0,12035.0,26811.0,25246.0,43076.0,193957.0,71890.0,126432.0,54542.0,39766.0,27759.0
751,Denver,2270838.0,2300452.0,4571290.0,129437.0,137013.0,225398.0,1778990.0,554309.0,1011277.0,456968.0,426516.0,341197.0,134403.0,142399.0,238683.0,1784967.0,596569.0,1079758.0,483189.0,416764.0,288445.0,263840.0,279412.0,464081.0,3563957.0,1150878.0,2091035.0,940157.0,843280.0,629642.0
752,Colorado Springs-Pueblo,497537.0,513840.0,1011377.0,30521.0,31658.0,51271.0,384087.0,115239.0,205587.0,90348.0,95774.0,82726.0,31792.0,32574.0,53992.0,395482.0,138205.0,234400.0,96195.0,91660.0,69422.0,62313.0,64232.0,105263.0,779569.0,253444.0,439987.0,186543.0,187434.0,152148.0
753,Phoenix (Prescott),2856235.0,2822672.0,5678907.0,167710.0,173746.0,300326.0,2214453.0,636392.0,1163789.0,527397.0,528232.0,522432.0,175768.0,181078.0,312286.0,2153540.0,677807.0,1213017.0,535210.0,494038.0,446485.0,343478.0,354824.0,612612.0,4367993.0,1314199.0,2376806.0,1062607.0,1022270.0,968917.0
754,Butte-Bozeman,92399.0,99946.0,192345.0,4777.0,5262.0,7839.0,74521.0,24069.0,40726.0,16657.0,17816.0,15979.0,5314.0,5000.0,8682.0,80950.0,28833.0,47450.0,18617.0,18171.0,15329.0,10091.0,10262.0,16521.0,155471.0,52902.0,88176.0,35274.0,35987.0,31308.0
755,Great Falls,83428.0,84601.0,168029.0,5566.0,5444.0,8395.0,64023.0,17207.0,30619.0,13412.0,16859.0,16545.0,6066.0,6032.0,8751.0,63752.0,18988.0,32900.0,13912.0,16190.0,14662.0,11632.0,11476.0,17146.0,127775.0,36195.0,63519.0,27324.0,33049.0,31207.0
756,Billings,145662.0,143372.0,289034.0,8150.0,9366.0,14464.0,113682.0,28801.0,54364.0,25563.0,29980.0,29338.0,8810.0,9347.0,15883.0,109332.0,29167.0,54856.0,25689.0,28688.0,25788.0,16960.0,18713.0,30347.0,223014.0,57968.0,109220.0,51252.0,58668.0,55126.0
757,Boise,417381.0,420964.0,838345.0,25512.0,28142.0,47830.0,315897.0,91194.0,171828.0,80634.0,76555.0,67514.0,26712.0,28483.0,51529.0,314240.0,97881.0,181078.0,83197.0,73965.0,59197.0,52224.0,56625.0,99359.0,630137.0,189075.0,352906.0,163831.0,150520.0,126711.0
758,Idaho Fals-Pocatllo(Jcksn),196555.0,200882.0,397437.0,14492.0,15242.0,24079.0,142742.0,47712.0,82888.0,35176.0,31460.0,28394.0,15442.0,16194.0,25574.0,143672.0,49751.0,85768.0,36017.0,32165.0,25739.0,29934.0,31436.0,49653.0,286414.0,97463.0,168656.0,71193.0,63625.0,54133.0
759,Cheyenne-Scottsbluff,76113.0,77055.0,153168.0,4740.0,4532.0,8192.0,58649.0,16109.0,29369.0,13260.0,14885.0,14395.0,4935.0,5112.0,8040.0,58968.0,18435.0,32281.0,13846.0,14481.0,12206.0,9675.0,9644.0,16232.0,117617.0,34544.0,61650.0,27106.0,29366.0,26601.0
760,Twin Falls,98852.0,99435.0,198287.0,7003.0,7630.0,12452.0,71767.0,20643.0,38056.0,17413.0,17505.0,16206.0,7233.0,7907.0,13041.0,71254.0,21422.0,39582.0,18160.0,17269.0,14403.0,14236.0,15537.0,25493.0,143021.0,42065.0,77638.0,35573.0,34774.0,30609.0
762,Missoula,157359.0,156970.0,314329.0,7963.0,7386.0,15479.0,126531.0,33757.0,61324.0,27567.0,33391.0,31816.0,8393.0,8705.0,15517.0,124355.0,35046.0,63360.0,28314.0,30842.0,30153.0,16356.0,16091.0,30996.0,250886.0,68803.0,124684.0,55881.0,64233.0,61969.0
764,Rapid City,133698.0,135501.0,269199.0,7778.0,7912.0,14413.0,103595.0,27277.0,49133.0,21856.0,28093.0,26369.0,8482.0,9234.0,13979.0,103806.0,30174.0,53000.0,22826.0,26819.0,23987.0,16260.0,17146.0,28392.0,207401.0,57451.0,102133.0,44682.0,54912.0,50356.0
765,El Paso (Las Cruces),853579.0,830798.0,1684377.0,54019.0,55382.0,97403.0,646775.0,194997.0,346951.0,151954.0,156357.0,143467.0,56063.0,57144.0,100810.0,616781.0,211955.0,360494.0,148539.0,139383.0,116904.0,110082.0,112526.0,198213.0,1263556.0,406952.0,707445.0,300493.0,295740.0,260371.0
766,Helena,159683.0,160506.0,320189.0,8834.0,9445.0,14881.0,126523.0,29161.0,56258.0,27097.0,35286.0,34979.0,9337.0,9678.0,16613.0,124878.0,30635.0,57800.0,27165.0,34118.0,32960.0,18171.0,19123.0,31494.0,251401.0,59796.0,114058.0,54262.0,69404.0,67939.0
767,Casper-Riverton,72781.0,73322.0,146103.0,4710.0,5097.0,7503.0,55471.0,15099.0,28308.0,13209.0,14135.0,13028.0,4845.0,4990.0,8315.0,55172.0,15584.0,28997.0,13413.0,14487.0,11688.0,9555.0,10087.0,15818.0,110643.0,30683.0,57305.0,26622.0,28622.0,24716.0
770,Salt Lake City,1651066.0,1681569.0,3332635.0,126876.0,135934.0,211771.0,1176485.0,419199.0,733220.0,314021.0,243824.0,199441.0,133871.0,140686.0,226858.0,1180154.0,438544.0,764639.0,326095.0,240269.0,175246.0,260747.0,276620.0,438629.0,2356639.0,857743.0,1497859.0,640116.0,484093.0,374687.0
771,Yuma-El Centro,190665.0,201846.0,392511.0,14627.0,13704.0,23283.0,139051.0,43103.0,74515.0,31412.0,30535.0,34001.0,14851.0,13824.0,24829.0,148342.0,55352.0,89273.0,33921.0,29324.0,29745.0,29478.0,27528.0,48112.0,287393.0,98455.0,163788.0,65333.0,59859.0,63746.0
773,Grand Junction-Montrose,98863.0,96379.0,195242.0,5309.0,5962.0,9300.0,78292.0,20069.0,37006.0,16937.0,19886.0,21400.0,5571.0,6080.0,9765.0,74963.0,21371.0,38367.0,16996.0,18569.0,18027.0,10880.0,12042.0,19065.0,153255.0,41440.0,75373.0,33933.0,38455.0,39427.0
789,Tucson (Sierra Vista),613830.0,597682.0,1211512.0,33377.0,35797.0,56422.0,488234.0,140247.0,242254.0,102007.0,114755.0,131225.0,34669.0,35164.0,60721.0,467128.0,151270.0,252951.0,101681.0,103646.0,110531.0,68046.0,70961.0,117143.0,955362.0,291517.0,495205.0,203688.0,218401.0,241756.0
790,Albuquerque-Santa Fe,1081894.0,1064742.0,2146636.0,60731.0,64937.0,112810.0,843416.0,227722.0,418460.0,190738.0,216242.0,208714.0,63396.0,67453.0,117822.0,816071.0,248369.0,439266.0,190897.0,200298.0,176507.0,124127.0,132390.0,230632.0,1659487.0,476091.0,857726.0,381635.0,416540.0,385221.0
798,Glendive,4726.0,5260.0,9986.0,310.0,269.0,457.0,3690.0,866.0,1612.0,746.0,1016.0,1062.0,287.0,288.0,503.0,4182.0,1043.0,2113.0,1070.0,1049.0,1020.0,597.0,557.0,960.0,7872.0,1909.0,3725.0,1816.0,2065.0,2082.0
801,Eugene,325740.0,318367.0,644107.0,14759.0,14588.0,27449.0,268944.0,78531.0,133002.0,54471.0,65154.0,70788.0,15864.0,16881.0,27824.0,257798.0,82388.0,136887.0,54499.0,59170.0,61741.0,30623.0,31469.0,55273.0,526742.0,160919.0,269889.0,108970.0,124324.0,132529.0
802,Eureka,81510.0,82283.0,163793.0,4416.0,4677.0,6697.0,65720.0,20050.0,34133.0,14083.0,15870.0,15717.0,4365.0,4664.0,7129.0,66125.0,21388.0,37778.0,16390.0,14853.0,13494.0,8781.0,9341.0,13826.0,131845.0,41438.0,71911.0,30473.0,30723.0,29211.0
803,Los Angeles,12600012.0,12311935.0,24911947.0,730344.0,731752.0,1249875.0,9888041.0,3014463.0,5509290.0,2494827.0,2387614.0,1991137.0,766220.0,759562.0,1311141.0,9475012.0,3137758.0,5623054.0,2485296.0,2282823.0,1569135.0,1496564.0,1491314.0,2561016.0,19363053.0,6152221.0,11132344.0,4980123.0,4670437.0,3560272.0
807,San Francisco-Oak-San Jose,3728346.0,3692012.0,7420358.0,199397.0,200662.0,336590.0,2991697.0,855090.0,1630879.0,775789.0,721357.0,639461.0,209391.0,214161.0,347951.0,2920509.0,908965.0,1702319.0,793354.0,707101.0,511089.0,408788.0,414823.0,684541.0,5912206.0,1764055.0,3333198.0,1569143.0,1428458.0,1150550.0
810,Yakima-Pasco-Rchlnd-Knnwck,367260.0,374411.0,741671.0,26438.0,27883.0,44706.0,268233.0,84728.0,149276.0,64548.0,62549.0,56408.0,27440.0,28830.0,46446.0,271695.0,92201.0,160065.0,67864.0,62330.0,49300.0,53878.0,56713.0,91152.0,539928.0,176929.0,309341.0,132412.0,124879.0,105708.0
811,Reno,355796.0,376106.0,731902.0,19936.0,20693.0,34288.0,280879.0,76589.0,139549.0,62960.0,73413.0,67917.0,20884.0,21405.0,36490.0,297327.0,89367.0,159033.0,69666.0,74670.0,63624.0,40820.0,42098.0,70778.0,578206.0,165956.0,298582.0,132626.0,148083.0,131541.0
813,Medford-Klamath Falls,227547.0,220238.0,447785.0,11445.0,12575.0,19880.0,183647.0,41461.0,79057.0,37596.0,48269.0,56321.0,12058.0,12414.0,21671.0,174095.0,43277.0,80560.0,37283.0,44010.0,49525.0,23503.0,24989.0,41551.0,357742.0,84738.0,159617.0,74879.0,92279.0,105846.0
819,Seattle-Tacoma,2697358.0,2706029.0,5403387.0,155532.0,157011.0,244457.0,2140358.0,630383.0,1166747.0,536364.0,522035.0,451576.0,163690.0,164499.0,254592.0,2123248.0,686859.0,1241328.0,554469.0,508255.0,373665.0,319222.0,321510.0,499049.0,4263606.0,1317242.0,2408075.0,1090833.0,1030290.0,825241.0
820,"Portland, Or",1734535.0,1703873.0,3438408.0,95136.0,102261.0,166276.0,1370862.0,387132.0,737986.0,350854.0,330547.0,302329.0,100722.0,105086.0,176216.0,1321849.0,397333.0,752898.0,355565.0,318552.0,250399.0,195858.0,207347.0,342492.0,2692711.0,784465.0,1490884.0,706419.0,649099.0,552728.0
821,"Bend, Or",96894.0,94855.0,191749.0,4749.0,5871.0,7977.0,78297.0,19078.0,38030.0,18952.0,20310.0,19957.0,4908.0,5679.0,9191.0,75077.0,19647.0,38726.0,19079.0,18169.0,18182.0,9657.0,11550.0,17168.0,153374.0,38725.0,76756.0,38031.0,38479.0,38139.0
825,San Diego,1649458.0,1674512.0,3323970.0,100381.0,93407.0,157030.0,1298640.0,413629.0,735990.0,322361.0,303554.0,259096.0,105373.0,98100.0,163959.0,1307080.0,475100.0,806059.0,330959.0,292380.0,208641.0,205754.0,191507.0,320989.0,2605720.0,888729.0,1542049.0,653320.0,595934.0,467737.0
828,Monterey-Salinas,381057.0,386637.0,767694.0,23854.0,23821.0,41234.0,292148.0,93558.0,162167.0,68609.0,69529.0,60452.0,24640.0,25562.0,42369.0,294066.0,99914.0,174236.0,74322.0,68496.0,51334.0,48494.0,49383.0,83603.0,586214.0,193472.0,336403.0,142931.0,138025.0,111786.0
839,Las Vegas,1141670.0,1137887.0,2279557.0,69219.0,70533.0,117416.0,884502.0,258370.0,490237.0,231867.0,210579.0,183686.0,72037.0,73327.0,122869.0,869654.0,266437.0,500709.0,234272.0,207666.0,161279.0,141256.0,143860.0,240285.0,1754156.0,524807.0,990946.0,466139.0,418245.0,344965.0
855,Santabarbra-Sanmar-Sanluob,6043319.0,5895919.0,11939238.0,348856.0,348052.0,594314.0,4752097.0,1491652.0,2691671.0,1200019.0,1127406.0,933020.0,364897.0,364322.0,623214.0,4543486.0,1546888.0,2748874.0,1201986.0,1071732.0,722880.0,713753.0,712374.0,1217528.0,9295583.0,3038540.0,5440545.0,2402005.0,2199138.0,1655900.0
862,Sacramnto-Stkton-Modesto,1976888.0,1924970.0,3901858.0,121335.0,128132.0,211798.0,1515623.0,450766.0,821803.0,371037.0,368453.0,325367.0,126827.0,132607.0,223472.0,1442064.0,466023.0,835507.0,369484.0,346003.0,260554.0,248162.0,260739.0,435270.0,2957687.0,916789.0,1657310.0,740521.0,714456.0,585921.0
866,Fresno-Visalia,1020465.0,1031689.0,2052154.0,76908.0,81099.0,131160.0,731298.0,249459.0,433566.0,184107.0,162800.0,134932.0,81132.0,83490.0,137656.0,729411.0,266042.0,457142.0,191100.0,160178.0,112091.0,158040.0,164589.0,268816.0,1460709.0,515501.0,890708.0,375207.0,322978.0,247023.0
868,Chico-Redding,260608.0,255633.0,516241.0,14215.0,14689.0,24648.0,207056.0,58351.0,100788.0,42437.0,51914.0,54354.0,15311.0,15816.0,25578.0,198928.0,61236.0,103913.0,42677.0,48549.0,46466.0,29526.0,30505.0,50226.0,405984.0,119587.0,204701.0,85114.0,100463.0,100820.0
881,Spokane,602696.0,601804.0,1204500.0,34554.0,36014.0,59531.0,472597.0,135216.0,238092.0,102876.0,119584.0,114921.0,36057.0,39546.0,61334.0,464867.0,143429.0,248558.0,105129.0,113453.0,102856.0,70611.0,75560.0,120865.0,937464.0,278645.0,486650.0,208005.0,233037.0,217777.0
