,DMA Code,DMA Name,universe,total_less_than_10_percent,total_10_to_14.9_percent,total_15_to_19.9_percent,total_20_to_24.9_percent,total_25_to_29.9_percent,total_30_to_34.9_percent,total_35_to_39.9_percent,total_40_to_49.9_percent,total_50_percent_or_more,total_not_computed
198,820,"Portland, Or",489320.0,14533.0,37797.0,59153.0,64315.0,58521.0,43667.0,32749.0,43080.0,110721.0,24784.0
199,821,"Bend, Or",24705.0,444.0,1722.0,2996.0,3131.0,2886.0,2601.0,1783.0,2092.0,5622.0,1428.0
200,825,San Diego,521353.0,10610.0,31086.0,55968.0,61312.0,59560.0,48722.0,35975.0,52784.0,144425.0,20911.0
201,828,Monterey-Salinas,106214.0,3255.0,6756.0,11625.0,11128.0,12733.0,10117.0,7641.0,10770.0,27229.0,4960.0
202,839,Las Vegas,371811.0,11108.0,28322.0,45058.0,46054.0,39657.0,32740.0,24951.0,36120.0,87308.0,20493.0
203,855,Santabarbra-Sanmar-Sanluob,2054458.0,56159.0,133181.0,207774.0,228217.0,220004.0,184897.0,141175.0,199866.0,582737.0,100448.0
204,862,Sacramnto-Stkton-Modesto,530508.0,14670.0,37798.0,59431.0,62894.0,57860.0,49000.0,35905.0,50164.0,133157.0,29629.0
205,866,Fresno-Visalia,279965.0,9966.0,22199.0,30283.0,30892.0,29244.0,23737.0,17275.0,27877.0,69076.0,19416.0
206,868,Chico-Redding,73921.0,2186.0,5044.0,7318.0,8298.0,7737.0,6181.0,4390.0,6553.0,20348.0,5866.0
207,881,Spokane,159744.0,6717.0,15168.0,18879.0,17956.0,18289.0,13682.0,9867.0,13690.0,34233.0,11263.0
