,DMA Code,DMA Name,total,0_10000,10000_14999,15000_19999,20000_24999,25000_29999,30000_34999,35000_39999,40000_49999,50000_59999,60000_69999,70000_79999,80000_89999,90000_99999,100000_124999,125000_149999,150000_174999,175000_199999,200000_249999,250000_299999,300000_399999,400000_499999,500000_749999,750000_999999,1000000_1499999,1500000_1999999,2000000_more
139,678,Wichita-Hutchinson Plus,1062879.0,20042.0,12240.0,10974.0,12851.0,11134.0,13300.0,11257.0,31765.0,34190.0,44948.0,48235.0,52425.0,42559.0,99148.0,91226.0,106404.0,70596.0,112203.0,76038.0,82518.0,34712.0,29085.0,8161.0,3686.0,1099.0,2083.0
140,679,Des Moines-Ames,330203.0,3503.0,2521.0,2416.0,3297.0,2285.0,3193.0,2801.0,7030.0,8114.0,10938.0,12352.0,13788.0,12260.0,31565.0,29255.0,34706.0,23590.0,41216.0,29363.0,31678.0,11269.0,8814.0,2455.0,1000.0,240.0,554.0
141,682,Davenport-R.Island-Moline,224808.0,3302.0,1641.0,1344.0,1947.0,1407.0,2374.0,2188.0,6270.0,9007.0,11630.0,13992.0,15656.0,12927.0,28603.0,22603.0,21805.0,12959.0,18427.0,13324.0,13549.0,4590.0,3366.0,820.0,725.0,115.0,237.0
142,686,Mobile-Pensacola (Ft Walt),384777.0,5945.0,3441.0,3526.0,3449.0,3149.0,3969.0,2809.0,7659.0,10296.0,10372.0,12255.0,15326.0,11840.0,34724.0,32909.0,39873.0,28903.0,47816.0,32348.0,34887.0,17323.0,12557.0,5224.0,2217.0,658.0,1302.0
143,687,Bismarck-Mnt-Dcknsn(Wlstn),410596.0,7693.0,4296.0,2916.0,3870.0,3520.0,3797.0,2529.0,6209.0,8499.0,6474.0,7352.0,9074.0,6562.0,23480.0,20821.0,33819.0,29132.0,58785.0,52300.0,58560.0,26750.0,22316.0,6022.0,3393.0,975.0,1452.0
144,691,Huntsville-Decatur (Flor),888120.0,17147.0,9757.0,8698.0,8940.0,9468.0,10622.0,7468.0,22252.0,26284.0,29385.0,37079.0,40737.0,30900.0,86685.0,75350.0,92582.0,58701.0,94636.0,70134.0,74239.0,32670.0,26940.0,9802.0,4447.0,1195.0,2002.0
145,692,Beaumont-Port Arthur,119074.0,2302.0,1779.0,2005.0,1965.0,2407.0,2851.0,2061.0,5118.0,5180.0,6969.0,5622.0,7890.0,5211.0,12191.0,9409.0,10498.0,8482.0,9838.0,6921.0,5998.0,2206.0,1325.0,397.0,290.0,36.0,123.0
146,693,Little Rock-Pine Bluff,385649.0,7694.0,5490.0,4275.0,5453.0,5237.0,7056.0,4707.0,11952.0,14867.0,16890.0,19756.0,21610.0,14468.0,42480.0,37275.0,38342.0,24980.0,36722.0,24658.0,21988.0,7636.0,7487.0,2108.0,1488.0,399.0,631.0
147,698,Montgomery-Selma,159408.0,5217.0,3272.0,2468.0,2773.0,2400.0,2935.0,1878.0,4958.0,8260.0,7133.0,7947.0,9850.0,6990.0,15741.0,12064.0,13146.0,8714.0,13775.0,9609.0,10785.0,3917.0,3525.0,1209.0,419.0,162.0,261.0
148,702,La Crosse-Eau Claire,158287.0,2657.0,1463.0,1093.0,1016.0,744.0,810.0,581.0,1625.0,2383.0,3259.0,4394.0,5133.0,5461.0,16407.0,16925.0,20673.0,13584.0,20949.0,13744.0,13627.0,5308.0,3884.0,1442.0,698.0,186.0,241.0
149,705,Wausau-Rhinelander,143736.0,1738.0,1070.0,1031.0,935.0,820.0,772.0,764.0,2207.0,3306.0,4898.0,5807.0,7595.0,6036.0,15877.0,15250.0,16552.0,11662.0,16653.0,11586.0,10240.0,4242.0,3027.0,957.0,384.0,100.0,227.0
150,709,Tyler-Longview(Lfkn&Ncgd),185231.0,3718.0,2548.0,1945.0,3371.0,2495.0,3530.0,2425.0,6687.0,7177.0,7366.0,7991.0,8956.0,7612.0,16094.0,15501.0,20034.0,11294.0,17495.0,12255.0,12555.0,6564.0,4389.0,1855.0,828.0,154.0,392.0
151,710,Hattiesburg-Laurel,78774.0,3480.0,1988.0,1390.0,1496.0,1462.0,1436.0,1069.0,2927.0,3641.0,4361.0,4250.0,4700.0,2934.0,7510.0,5450.0,8268.0,4030.0,7113.0,4556.0,3863.0,1002.0,1117.0,415.0,208.0,98.0,10.0
152,711,Meridian,48845.0,2510.0,1220.0,1096.0,1453.0,1131.0,1604.0,783.0,2657.0,2924.0,3030.0,3772.0,3364.0,1847.0,4228.0,2424.0,3585.0,2345.0,3160.0,2422.0,1911.0,589.0,554.0,191.0,37.0,8.0,0.0
153,716,Baton Rouge,120962.0,4867.0,1653.0,1572.0,1379.0,2105.0,1562.0,1054.0,2282.0,3695.0,2674.0,4286.0,3804.0,2403.0,8322.0,7492.0,14350.0,10363.0,17330.0,11393.0,10621.0,4036.0,2538.0,528.0,345.0,165.0,143.0
154,717,Quincy-Hannibal-Keokuk,1471466.0,16271.0,7083.0,6644.0,8279.0,7085.0,8141.0,6616.0,17277.0,24057.0,28772.0,35375.0,43076.0,36056.0,103615.0,88163.0,126460.0,95512.0,177562.0,152242.0,202204.0,100132.0,102557.0,39248.0,21594.0,7500.0,9945.0
155,718,"Jackson, Ms",562306.0,13269.0,10008.0,9345.0,8626.0,7859.0,9732.0,7357.0,19262.0,22237.0,24842.0,29111.0,29985.0,20720.0,50515.0,46400.0,56294.0,36989.0,53489.0,38605.0,34709.0,12438.0,12718.0,3709.0,2234.0,671.0,1182.0
156,722,Lincoln & Hastings-Krny,199389.0,3271.0,2224.0,1709.0,1996.0,2100.0,2295.0,1941.0,4903.0,5684.0,6456.0,6837.0,7909.0,7793.0,20114.0,19103.0,22278.0,15009.0,23137.0,16007.0,15308.0,6002.0,4537.0,1292.0,799.0,258.0,427.0
157,724,Fargo,279968.0,4886.0,2951.0,2249.0,2310.0,2283.0,3158.0,1756.0,4586.0,6793.0,6093.0,7446.0,8076.0,6779.0,21986.0,18548.0,28130.0,22478.0,38400.0,31074.0,32176.0,12482.0,10585.0,2540.0,1250.0,321.0,632.0
158,725,Sioux Falls(Mitchell),420959.0,9418.0,5052.0,4590.0,4961.0,3906.0,5764.0,3170.0,9506.0,11282.0,10431.0,12465.0,13207.0,11031.0,34593.0,30953.0,45789.0,31723.0,56698.0,36033.0,42739.0,17002.0,13246.0,4146.0,1771.0,545.0,938.0
159,734,Jonesboro,55905.0,1020.0,641.0,648.0,836.0,875.0,925.0,892.0,2602.0,2562.0,3567.0,3903.0,3087.0,2215.0,5750.0,5463.0,6055.0,3148.0,4448.0,2685.0,2246.0,1002.0,711.0,401.0,138.0,30.0,55.0
160,736,Bowling Green,56538.0,1240.0,760.0,573.0,813.0,691.0,695.0,402.0,1752.0,1542.0,1703.0,2981.0,2714.0,2127.0,5616.0,5282.0,5928.0,4669.0,5684.0,3932.0,3894.0,1539.0,1159.0,312.0,370.0,74.0,86.0
161,737,Mankato,89064.0,1378.0,592.0,757.0,570.0,681.0,674.0,501.0,1102.0,1372.0,1425.0,1855.0,1972.0,1584.0,5505.0,6327.0,9233.0,7833.0,13873.0,11075.0,11677.0,4463.0,3210.0,792.0,331.0,127.0,155.0
162,740,North Platte,517687.0,6770.0,4749.0,3973.0,3942.0,3903.0,4828.0,3721.0,9231.0,11981.0,14679.0,16188.0,19381.0,17533.0,51803.0,53138.0,59956.0,40808.0,63877.0,42000.0,46378.0,18257.0,13109.0,3647.0,2198.0,635.0,1002.0
163,743,Anchorage,126409.0,1516.0,932.0,714.0,1268.0,871.0,1057.0,593.0,1246.0,1309.0,1144.0,1204.0,1644.0,915.0,3894.0,3512.0,6359.0,5686.0,18745.0,17280.0,29410.0,13359.0,10363.0,2313.0,551.0,88.0,436.0
164,744,Honolulu,282037.0,988.0,359.0,126.0,97.0,232.0,436.0,223.0,371.0,702.0,506.0,658.0,851.0,539.0,2824.0,1428.0,2936.0,2546.0,8423.0,11375.0,30702.0,30479.0,81057.0,57568.0,29494.0,8839.0,8278.0
165,745,Fairbanks,22984.0,161.0,267.0,70.0,75.0,48.0,116.0,163.0,122.0,311.0,123.0,214.0,299.0,238.0,917.0,1006.0,1767.0,1930.0,4939.0,4037.0,4124.0,1435.0,479.0,33.0,78.0,0.0,32.0
166,746,Biloxi-Gulfport,89605.0,1971.0,923.0,1019.0,626.0,691.0,736.0,679.0,1638.0,2484.0,2881.0,3706.0,4234.0,3709.0,10505.0,8524.0,11701.0,6885.0,9478.0,6756.0,5768.0,1886.0,1433.0,709.0,317.0,145.0,201.0
167,747,Juneau,8582.0,8.0,7.0,59.0,33.0,40.0,19.0,68.0,193.0,97.0,30.0,105.0,64.0,9.0,93.0,269.0,267.0,179.0,612.0,790.0,2405.0,1534.0,1378.0,278.0,37.0,2.0,6.0
168,749,Laredo,51380.0,378.0,288.0,392.0,523.0,377.0,754.0,796.0,1788.0,2345.0,2578.0,2582.0,2515.0,2337.0,6760.0,4701.0,6537.0,4219.0,5166.0,2706.0,2047.0,608.0,683.0,152.0,80.0,8.0,60.0
169,751,Denver,1134123.0,9177.0,3822.0,3395.0,4047.0,4354.0,4021.0,2782.0,5803.0,5809.0,5454.0,5059.0,7091.0,5014.0,16626.0,15228.0,27686.0,28417.0,79620.0,102425.0,252188.0,205040.0,220349.0,68821.0,29791.0,9416.0,12688.0
170,752,Colorado Springs-Pueblo,253493.0,3073.0,1529.0,1251.0,910.0,813.0,1016.0,720.0,1660.0,2044.0,2536.0,2550.0,3730.0,3418.0,10669.0,10955.0,17480.0,16039.0,35777.0,33948.0,49670.0,25646.0,19612.0,5372.0,1629.0,222.0,1224.0
171,753,Phoenix (Prescott),1349616.0,24287.0,10720.0,9519.0,9935.0,7519.0,8008.0,5763.0,11063.0,12924.0,13975.0,13395.0,16987.0,14858.0,50813.0,52102.0,93927.0,84159.0,196919.0,176373.0,238784.0,124081.0,108269.0,34027.0,17573.0,5849.0,7787.0
